transaction_id,date_id,city_id,shipping_method_id,delivery_category_id
4596,20240909,14,3,3
4597,20240906,1,1,3
4598,20230606,1,6,1
4599,20241128,1,1,3
4600,20221021,1,1,3
4601,20230923,4,11,2
4602,20220101,1,11,2
4603,20211225,1,5,1
4604,20241116,8,1,1
4605,20240827,2,5,2
4606,20221014,2,1,1
4607,20220121,2,3,3
4608,20230503,4,5,3
4609,20231204,1,3,1
4610,20230310,8,5,2
4611,20241008,4,6,3
4612,20231108,1,5,2
4613,20240907,1,6,3
4614,20220710,86,5,3
4615,20221128,8,11,2
4616,20220322,2,3,2
4617,20240128,1,1,2
4618,20220109,2,1,2
4619,20230105,1,3,2
4620,20231207,65,11,1
4621,20241009,1,5,2
4622,20230627,2,3,1
4623,20230206,2,5,2
4624,20220321,65,5,1
4625,20241110,1,3,3
4626,20221210,8,6,2
4627,20241129,8,11,3
4628,20220701,2,1,2
4629,20211228,4,3,2
4630,20241026,65,11,2
4631,20230722,1,3,3
4632,20241010,1,6,1
4633,20240716,65,6,2
4634,20221210,1,11,1
4635,20230919,65,5,2
4636,20230810,1,11,2
4637,20220916,2,1,2
4638,20231004,4,1,3
4639,20241025,4,1,2
4640,20240216,4,5,3
4641,20230126,4,6,3
4642,20220205,1,5,2
4643,20240813,8,1,1
4644,20230129,1,6,3
4645,20230520,1,1,1
4646,20221213,2,5,1
4647,20240229,1,3,2
4648,20230209,1,1,1
4649,20240218,4,3,2
4650,20240417,1,11,2
4651,20220401,2,11,3
4652,20240207,4,1,1
4653,20241019,1,6,3
4654,20221203,65,5,2
4655,20231218,1,6,3
4656,20220323,1,11,1
4657,20231003,65,5,3
4658,20230303,4,6,1
4659,20220416,1,11,2
4660,20240312,1,6,1
4661,20220127,1,1,2
4662,20220116,1,6,2
4663,20230815,2,3,1
4664,20230106,1,11,3
4665,20241213,4,1,1
4666,20220425,86,1,1
4667,20220912,2,5,3
4668,20240823,2,11,1
4669,20240523,86,11,1
4670,20240824,1,1,2
4671,20220815,4,3,3
4672,20220818,1,1,1
4673,20220809,14,1,2
4674,20220212,86,3,2
4675,20240514,1,5,2
4676,20240102,65,6,1
4677,20221209,1,6,3
4678,20220702,2,3,1
4679,20220620,4,3,2
4680,20220720,86,6,2
4681,20231117,1,1,3
4682,20220304,2,1,1
4683,20220320,1,3,2
4684,20240227,8,5,3
4685,20231217,1,3,1
4686,20240725,1,6,1
4687,20230718,1,5,1
4688,20221022,1,3,2
4689,20220205,1,3,2
4690,20220403,4,1,3
4691,20230706,1,11,1
4692,20241209,65,3,1
4693,20220708,1,5,3
4694,20230406,4,5,3
4695,20220225,1,6,2
4696,20221009,1,1,2
4697,20230304,1,6,3
4698,20231102,2,6,1
4699,20240220,86,3,3
4700,20220915,65,11,1
4701,20220219,4,5,1
4702,20220311,1,1,1
4703,20230121,14,5,3
4704,20230501,4,3,2
4705,20240405,1,11,3
4706,20230211,1,6,3
4707,20230706,2,1,2
4708,20241021,1,11,3
4709,20231002,2,11,1
4710,20230505,1,6,2
4711,20220619,1,11,2
4712,20230425,1,5,3
4713,20230607,65,11,1
4714,20230103,1,5,3
4715,20240828,2,6,3
4716,20230730,2,3,1
4717,20220124,1,11,1
4718,20240826,1,11,1
4719,20220518,1,3,3
4720,20220916,8,6,2
4721,20240211,1,5,3
4722,20230625,1,3,3
4723,20230409,14,3,2
4724,20230407,65,6,3
4725,20240106,2,11,2
4726,20240307,4,6,1
4727,20230602,2,3,1
4728,20240704,4,11,2
4729,20230306,2,5,3
4730,20220505,1,3,1
4731,20220824,1,1,1
4732,20240226,86,1,3
4733,20240623,1,3,2
4734,20220605,1,3,1
4735,20230903,4,1,3
4736,20240720,1,3,3
4737,20231217,1,3,3
4738,20230715,86,1,2
4739,20221113,65,5,1
4740,20240413,8,5,2
4741,20220102,1,3,3
4742,20230704,14,6,1
4743,20220510,1,11,3
4744,20240501,14,1,3
4745,20240612,1,1,3
4746,20220225,4,3,1
4747,20230306,1,3,2
4748,20231224,1,1,2
4749,20241009,4,3,2
4750,20240211,1,3,1
4751,20240507,1,3,3
4752,20230718,65,11,2
4753,20230710,1,5,2
4754,20230215,2,6,3
4755,20230416,1,1,2
4756,20230203,1,3,2
4757,20230324,1,3,1
4758,20240313,1,1,2
4759,20230413,1,5,3
4760,20230521,1,5,3
4761,20220908,1,3,3
4762,20220624,1,3,1
4763,20230306,1,11,2
4764,20220614,1,6,3
4765,20221215,4,1,2
4766,20230101,1,1,2
4767,20230217,2,3,3
4768,20230531,4,6,3
4769,20240512,1,11,3
4770,20221107,8,5,2
4771,20220919,1,3,1
4772,20220812,1,6,2
4773,20220906,1,6,1
4774,20240302,8,6,1
4775,20230624,1,11,2
4776,20240215,1,3,3
4777,20240119,1,5,2
4778,20240416,1,6,1
4779,20230309,14,11,1
4780,20220412,2,11,2
4781,20241125,1,11,2
4782,20240622,1,3,1
4783,20240117,2,3,1
4784,20221112,1,1,1
4785,20230904,1,5,2
4786,20240121,86,11,2
4787,20240319,2,5,3
4788,20220310,2,1,1
4789,20240707,2,3,1
4790,20220408,1,1,2
4791,20230407,1,3,1
4792,20240717,4,11,1
4793,20221110,86,3,2
4794,20230704,2,1,3
4795,20220515,2,5,3
4796,20240213,1,3,3
4797,20220417,2,5,1
4798,20231002,1,11,1
4799,20240213,2,3,2
4800,20230316,1,5,3
4801,20220222,2,1,2
4802,20241107,1,11,3
4803,20230828,4,6,3
4804,20220128,4,6,2
4805,20220223,1,3,3
4806,20221129,8,6,3
4807,20221108,8,1,2
4808,20230420,1,5,3
4809,20220107,2,11,1
4810,20220201,1,6,1
4811,20231209,1,11,3
4812,20230215,1,3,1
4813,20240105,1,3,1
4814,20231004,86,11,1
4815,20220723,1,1,3
4816,20241223,1,3,2
4817,20221003,1,5,1
4818,20221209,1,11,2
4819,20221106,2,6,1
4820,20220113,2,3,1
4821,20220324,1,1,2
4822,20230928,4,11,3
4823,20220310,1,6,2
4824,20220427,1,3,3
4825,20220118,1,6,2
4826,20240508,1,11,3
4827,20220127,1,11,2
4828,20230330,1,6,2
4829,20221229,2,6,1
4830,20231009,8,3,2
4831,20231017,1,3,1
4832,20220930,4,11,1
4833,20240313,2,11,3
4834,20241214,86,5,2
4835,20230310,4,1,2
4836,20220815,1,3,2
4837,20220112,4,5,3
4838,20241212,4,5,1
4839,20240320,2,1,3
4840,20231225,1,3,1
4841,20220111,2,11,3
4842,20230408,1,11,3
4843,20241128,2,5,3
4844,20221212,4,11,1
4845,20240602,1,1,1
4846,20230830,65,5,3
4847,20230423,2,5,1
4848,20220201,2,5,1
4849,20241120,2,1,2
4850,20230215,1,3,3
4851,20230813,4,11,2
4852,20240416,86,1,1
4853,20220906,8,6,1
4854,20231207,1,3,1
4855,20230619,1,5,3
4856,20240826,1,1,1
4857,20230925,1,3,1
4858,20230917,1,5,3
4859,20220522,1,1,3
4860,20220712,4,5,2
4861,20221026,1,5,2
4862,20221128,1,5,1
4863,20240819,1,3,1
4864,20221203,1,1,2
4865,20240227,1,6,2
4866,20230320,1,11,2
4867,20230914,1,6,2
4868,20241114,8,6,2
4869,20240306,14,5,3
4870,20220902,86,11,2
4871,20240217,1,5,2
4872,20230421,1,3,2
4873,20221222,14,1,1
4874,20230411,1,5,1
4875,20220110,4,3,2
4876,20240919,14,5,1
4877,20220615,4,1,2
4878,20231208,1,11,1
4879,20231030,4,3,3
4880,20230801,2,3,3
4881,20241207,2,1,1
4882,20241122,4,3,2
4883,20220313,1,6,2
4884,20230127,1,11,3
4885,20240408,1,3,1
4886,20220804,2,1,2
4887,20231014,1,6,1
4888,20230519,4,5,2
4889,20220328,14,5,1
4890,20240919,1,5,3
4891,20230130,1,1,2
4892,20240306,1,11,2
4893,20240529,1,6,3
4894,20230102,86,3,3
4895,20220518,1,11,1
4896,20221107,4,5,3
4897,20241118,1,11,1
4898,20230704,14,3,3
4899,20230625,4,6,2
4900,20220419,4,3,2
4901,20240228,8,5,1
4902,20230116,65,5,1
4903,20240323,14,5,1
4904,20240317,1,5,2
4905,20230203,2,11,3
4906,20220806,2,1,2
4907,20240415,65,1,3
4908,20240426,1,6,3
4909,20240103,65,1,1
4910,20231022,86,5,1
4911,20240506,1,6,1
4912,20220221,1,5,3
4913,20230623,1,5,1
4914,20220123,14,1,3
4915,20230630,2,11,2
4916,20221028,1,11,2
4917,20230315,4,1,3
4918,20230127,1,3,1
4919,20221223,1,1,1
4920,20241205,1,1,3
4921,20221207,1,6,1
4922,20230129,14,11,2
4923,20220330,1,11,2
4924,20230120,4,1,3
4925,20241208,4,3,2
4926,20240519,2,11,3
4927,20221214,1,5,3
4928,20231003,1,6,1
4929,20230929,1,11,2
4930,20230911,2,11,3
4931,20230227,1,5,1
4932,20240614,1,11,1
4933,20241104,2,5,2
4934,20240322,1,5,1
4935,20230904,1,5,3
4936,20241222,2,3,2
4937,20220520,1,6,2
4938,20230627,1,5,3
4939,20240811,1,3,3
4940,20240508,1,1,3
4941,20230708,1,3,2
4942,20230508,1,11,1
4943,20231125,1,11,1
4944,20230507,1,6,1
4945,20220809,1,6,2
4946,20220719,1,1,2
4947,20230530,2,5,2
4948,20240819,1,5,1
4949,20241023,4,3,1
4950,20230727,1,5,1
4951,20220814,14,5,1
4952,20240909,1,3,1
4953,20240206,2,3,1
4954,20230805,1,5,1
4955,20241109,2,5,3
4956,20230707,2,6,1
4957,20230107,1,6,3
4958,20230705,14,6,2
4959,20220519,2,11,2
4960,20220219,1,3,1
4961,20220619,1,1,3
4962,20240311,4,5,2
4963,20220926,2,1,2
4964,20241203,1,5,1
4965,20220906,1,1,2
4966,20230827,4,6,2
4967,20230813,4,11,1
4968,20221221,1,3,1
4969,20240612,1,6,2
4970,20240906,4,5,2
4971,20240320,2,11,3
4972,20231013,1,1,3
4973,20220526,1,3,2
4974,20220924,65,11,3
4975,20240606,1,1,3
4976,20240620,14,11,2
4977,20240717,1,6,2
4978,20240506,2,3,2
4979,20230823,1,1,1
4980,20240321,1,5,3
4981,20220423,1,11,2
4982,20230330,8,5,2
4983,20220522,1,1,1
4984,20240812,2,1,2
4985,20240610,1,1,3
4986,20241111,1,6,3
4987,20230319,1,5,2
4988,20240830,1,11,1
4989,20220115,14,5,3
4990,20230813,86,5,3
4991,20230406,8,6,3
4992,20231215,1,5,2
4993,20220713,2,1,1
4994,20220404,1,3,3
4995,20230616,1,6,3
4996,20221103,1,3,2
4997,20220407,65,6,2
4998,20230419,2,3,1
4999,20240201,1,1,2
5000,20231102,8,3,1
5001,20230322,1,1,1
5002,20220717,65,5,2
5003,20220318,1,3,2
5004,20221205,1,1,2
5005,20231122,8,11,2
5006,20231219,2,1,1
5007,20220309,65,1,1
5008,20220214,1,6,2
5009,20230514,86,6,3
5010,20221011,86,1,3
5011,20221121,65,6,2
5012,20231202,14,1,2
5013,20240619,1,3,3
5014,20221130,1,11,1
5015,20230104,4,11,3
5016,20231110,1,11,3
5017,20220303,8,3,3
5018,20231103,8,1,3
5019,20221126,1,11,2
5020,20220116,4,5,1
5021,20240720,1,1,1
5022,20220718,8,5,3
5023,20230620,1,3,2
5024,20241003,1,11,1
5025,20220711,4,5,1
5026,20240219,14,1,3
5027,20240712,2,5,3
5028,20220204,1,11,3
5029,20230723,2,3,1
5030,20231113,8,1,1
5031,20220814,2,3,2
5032,20220102,1,3,1
5033,20240407,1,1,3
5034,20231018,4,5,3
5035,20220708,1,5,1
5036,20230422,1,5,3
5037,20240303,1,3,3
5038,20211227,2,11,3
5039,20220722,1,5,3
5040,20241003,1,1,1
5041,20231122,86,5,2
5042,20220202,1,1,3
5043,20240212,1,6,3
5044,20230207,2,11,2
5045,20230315,1,3,3
5046,20240501,2,6,1
5047,20230726,2,6,1
5048,20231223,2,11,2
5049,20220428,65,5,1
5050,20220127,1,11,1
5051,20240527,1,1,1
5052,20220622,1,3,1
5053,20230306,2,3,1
5054,20231021,1,3,2
5055,20221117,1,11,1
5056,20230417,86,6,3
5057,20221102,1,5,2
5058,20221227,2,3,3
5059,20241107,1,1,2
5060,20220908,1,6,2
5061,20221126,1,5,1
5062,20240301,4,11,3
5063,20231222,8,1,2
5064,20230123,65,5,2
5065,20240705,1,6,2
5066,20241016,2,1,2
5067,20240816,4,11,1
5068,20240918,1,1,3
5069,20230129,65,6,1
5070,20231121,86,11,1
5071,20230611,1,3,3
5072,20230831,65,11,1
5073,20220401,4,5,3
5074,20220605,1,3,1
5075,20220903,4,11,1
5076,20230322,2,1,1
5077,20221216,86,11,3
5078,20241221,1,5,2
5079,20241106,1,1,1
5080,20240504,1,1,3
5081,20240101,1,6,3
5082,20231103,1,3,1
5083,20231127,2,11,3
5084,20220216,1,11,1
5085,20240526,4,5,3
5086,20230421,2,3,1
5087,20230314,14,5,3
5088,20240725,2,3,2
5089,20220429,1,5,1
5090,20220126,1,6,1
5091,20220522,86,6,2
5092,20220616,1,1,2
5093,20230729,1,6,3
5094,20221003,2,1,3
5095,20230312,2,11,3
5096,20241125,65,6,3
5097,20240618,1,5,1
5098,20240902,1,5,1
5099,20240430,1,3,2
5100,20220507,1,5,1
5101,20241028,1,5,1
5102,20221101,1,5,1
5103,20240101,1,5,1
5104,20241124,1,1,3
5105,20220610,1,11,3
5106,20230525,2,3,1
5107,20231226,4,1,3
5108,20230707,1,3,3
5109,20240910,1,6,1
5110,20230204,4,11,2
5111,20220819,2,3,2
5112,20240221,2,3,2
5113,20221006,65,3,1
5114,20240430,1,5,1
5115,20220312,86,1,2
5116,20230922,1,11,2
5117,20230215,1,1,2
5118,20220801,2,3,1
5119,20230121,4,6,2
5120,20230705,1,6,1
5121,20240817,1,3,1
5122,20220530,1,3,3
5123,20220520,1,3,2
5124,20240211,1,11,2
5125,20220524,2,3,3
5126,20220917,2,1,2
5127,20230518,1,3,1
5128,20220813,1,6,2
5129,20220215,4,3,3
5130,20220321,86,11,3
5131,20240824,4,3,1
5132,20240831,1,3,1
5133,20220730,2,5,2
5134,20220305,1,1,2
5135,20241028,8,6,2
5136,20220907,1,5,1
5137,20230929,1,11,2
5138,20220916,1,3,2
5139,20231104,2,1,3
5140,20241115,1,6,2
5141,20241125,4,1,2
5142,20230724,2,11,2
5143,20240908,1,5,2
5144,20230715,1,11,2
5145,20231026,2,1,1
5146,20240428,1,1,2
5147,20241015,14,5,1
5148,20230925,1,1,2
5149,20220824,2,6,2
5150,20230917,2,1,1
5151,20220426,2,6,2
5152,20230412,1,5,2
5153,20240123,1,6,1
5154,20230712,1,11,2
5155,20230921,1,5,1
5156,20220115,4,6,1
5157,20220703,8,6,1
5158,20240831,4,5,1
5159,20241001,2,1,1
5160,20220414,1,11,2
5161,20230624,86,5,1
5162,20230206,4,11,3
5163,20240214,4,3,3
5164,20240525,8,6,1
5165,20240902,1,6,1
5166,20220623,1,3,3
5167,20220211,1,1,1
5168,20231201,2,11,1
5169,20220330,86,1,3
5170,20230403,8,1,2
5171,20240321,1,1,2
5172,20230330,2,1,3
5173,20240616,1,3,2
5174,20230217,1,3,1
5175,20230823,4,6,2
5176,20241223,65,3,1
5177,20220322,1,1,1
5178,20240225,14,5,1
5179,20230706,2,11,2
5180,20230309,1,1,2
5181,20230717,1,11,2
5182,20230512,1,1,3
5183,20230405,4,11,1
5184,20230310,1,5,2
5185,20220521,1,6,3
5186,20240822,1,5,3
5187,20221004,4,6,3
5188,20220403,1,11,2
5189,20230831,1,1,3
5190,20240302,2,5,2
5191,20230310,2,5,2
5192,20230208,2,5,1
5193,20240405,2,1,3
5194,20240726,86,3,3
5195,20220211,2,11,2
5196,20220817,1,1,1
5197,20221031,1,3,2
5198,20220521,8,1,2
5199,20220513,1,3,2
5200,20241014,2,5,3
5201,20231103,1,11,2
5202,20220413,4,1,3
5203,20230924,1,5,1
5204,20230407,14,5,2
5205,20230801,1,6,3
5206,20230405,2,6,3
5207,20220305,1,1,1
5208,20240225,1,1,3
5209,20220831,1,11,1
5210,20221117,4,5,2
5211,20240716,8,11,3
5212,20221219,2,11,1
5213,20240212,2,11,1
5214,20230722,2,3,1
5215,20240612,2,5,2
5216,20221027,65,11,2
5217,20240730,2,11,1
5218,20240803,8,5,2
5219,20220708,1,6,2
5220,20230821,2,1,3
5221,20240502,4,3,2
5222,20230707,86,5,1
5223,20221116,1,3,1
5224,20221114,14,11,2
5225,20220221,2,5,2
5226,20220705,1,5,1
5227,20230728,1,6,3
5228,20230414,86,6,2
5229,20240829,4,5,2
5230,20240515,1,6,3
5231,20240715,1,6,1
5232,20221116,1,5,3
5233,20220221,1,6,3
5234,20221216,14,5,1
5235,20240112,2,3,2
5236,20240802,8,1,1
5237,20220316,1,6,2
5238,20231113,1,5,3
5239,20231016,2,6,3
5240,20230714,1,3,1
5241,20220228,2,6,1
5242,20220502,8,11,3
5243,20220101,4,1,1
5244,20220217,4,6,2
5245,20230714,1,11,2
5246,20230713,1,5,3
5247,20240211,1,3,1
5248,20240915,1,6,3
5249,20220127,65,3,1
5250,20220731,1,11,2
5251,20230210,2,6,1
5252,20221228,4,11,1
5253,20240217,1,5,3
5254,20220830,2,11,1
5255,20220302,14,1,2
5256,20230621,2,3,3
5257,20231108,2,3,3
5258,20220510,1,1,2
5259,20230728,1,3,1
5260,20240107,1,11,1
5261,20221202,4,5,2
5262,20230324,1,11,1
5263,20220924,1,6,1
5264,20221118,1,5,3
5265,20241212,4,5,1
5266,20240804,4,11,3
5267,20220406,1,6,2
5268,20230503,2,5,2
5269,20221217,65,5,3
5270,20220115,1,5,3
5271,20230203,4,11,1
5272,20241215,4,1,1
5273,20221225,2,6,3
5274,20220513,2,11,3
5275,20240713,1,5,1
5276,20240213,1,1,3
5277,20240603,14,5,1
5278,20230906,1,5,3
5279,20240910,1,1,1
5280,20240427,1,5,3
5281,20220114,1,6,3
5282,20230210,1,11,3
5283,20240712,1,6,2
5284,20231014,8,11,3
5285,20240309,1,1,2
5286,20240408,1,6,1
5287,20240804,1,3,2
5288,20240229,86,5,3
5289,20220519,8,5,1
5290,20220429,1,6,3
5291,20221026,1,5,1
5292,20230506,2,1,1
5293,20230607,2,6,1
5294,20241211,1,3,2
5295,20221123,1,5,2
5296,20220109,2,5,2
5297,20231209,8,6,3
5298,20230913,4,6,3
5299,20230927,2,11,2
5300,20220112,8,1,3
5301,20230330,2,5,3
5302,20231105,65,1,2
5303,20230216,2,6,3
5304,20240607,1,11,1
5305,20231213,1,1,1
5306,20230803,1,1,1
5307,20240912,1,6,3
5308,20220609,86,6,1
5309,20240622,1,3,1
5310,20231117,1,1,2
5311,20230107,2,11,1
5312,20240329,86,5,2
5313,20231017,1,1,2
5314,20240923,1,6,3
5315,20240711,4,1,2
5316,20230324,2,11,3
5317,20241122,1,1,1
5318,20231227,86,5,2
5319,20230815,1,3,1
5320,20241113,1,3,1
5321,20230818,8,3,2
5322,20241011,1,6,2
5323,20220128,1,11,1
5324,20220726,2,5,2
5325,20220428,1,5,1
5326,20221123,1,5,2
5327,20240716,4,1,1
5328,20240420,1,3,3
5329,20241207,8,11,3
5330,20240410,1,11,1
5331,20220706,1,6,2
5332,20240313,1,5,2
5333,20230520,1,6,3
5334,20230531,2,3,2
5335,20221207,1,3,2
5336,20241213,65,11,1
5337,20240903,1,5,1
5338,20220831,1,3,1
5339,20230430,1,5,3
5340,20231116,4,3,3
5341,20220419,1,6,3
5342,20220130,1,5,1
5343,20220118,1,1,2
5344,20230201,1,5,2
5345,20220806,1,11,3
5346,20220216,1,3,1
5347,20220306,4,5,2
5348,20220728,1,1,3
5349,20240626,8,1,1
5350,20241203,1,1,2
5351,20220802,1,1,2
5352,20240731,1,11,3
5353,20221101,1,6,3
5354,20220403,1,6,1
5355,20230403,4,11,2
5356,20230421,2,3,1
5357,20221026,1,3,3
5358,20230429,1,3,3
5359,20240114,2,6,3
5360,20240611,1,1,1
5361,20241023,1,6,3
5362,20240222,1,5,2
5363,20240227,14,1,2
5364,20230922,1,11,2
5365,20230114,1,1,3
5366,20220906,1,6,1
5367,20231108,1,11,2
5368,20220310,2,6,3
5369,20231123,1,11,1
5370,20241101,2,1,3
5371,20230112,1,3,3
5372,20240830,1,5,1
5373,20241030,1,3,2
5374,20220410,4,11,3
5375,20240315,1,6,3
5376,20240211,1,5,2
5377,20230503,1,1,2
5378,20231209,86,11,3
5379,20220808,86,11,2
5380,20221010,4,6,1
5381,20240224,2,1,3
5382,20220526,1,1,3
5383,20220430,86,1,2
5384,20231228,1,3,2
5385,20220211,1,1,2
5386,20230818,1,5,2
5387,20220323,2,11,3
5388,20220920,86,1,3
5389,20221209,4,1,1
5390,20220904,1,11,1
5391,20231107,1,1,3
5392,20230519,2,6,2
5393,20240910,1,5,2
5394,20241202,1,1,3
5395,20240708,1,3,2
5396,20240501,1,3,1
5397,20220708,65,3,3
5398,20240229,1,3,2
5399,20220711,2,3,3
5400,20220126,65,1,2
5401,20221129,2,11,3
5402,20221114,2,5,3
5403,20241103,8,3,3
5404,20231103,2,5,3
5405,20230830,1,11,3
5406,20240323,86,6,2
5407,20220913,1,5,3
5408,20230217,8,1,2
5409,20240617,14,3,1
5410,20221030,1,5,3
5411,20220829,4,11,2
5412,20230312,1,11,1
5413,20220305,1,5,3
5414,20231103,86,5,3
5415,20230915,86,1,2
5416,20241114,1,5,1
5417,20231119,1,6,2
5418,20240114,1,5,3
5419,20240304,1,1,3
5420,20241026,1,5,3
5421,20240624,1,1,2
5422,20230921,1,1,3
5423,20221207,1,3,1
5424,20240108,65,6,1
5425,20220124,1,1,1
5426,20220825,2,1,3
5427,20240619,1,5,3
5428,20240127,1,6,3
5429,20211230,86,3,2
5430,20230616,2,6,1
5431,20230129,1,3,3
5432,20220404,1,3,3
5433,20221228,2,3,2
5434,20240727,8,11,1
5435,20240622,86,3,1
5436,20240915,4,6,3
5437,20241107,4,3,3
5438,20241009,1,3,1
5439,20220629,14,5,2
5440,20221230,1,5,3
5441,20240411,4,3,3
5442,20221126,4,6,2
5443,20221206,1,3,2
5444,20221113,4,3,2
5445,20240430,4,11,2
5446,20230607,65,11,2
5447,20230710,1,5,3
5448,20241029,1,5,2
5449,20221014,65,5,2
5450,20240428,1,11,2
5451,20220817,1,3,1
5452,20220722,1,6,3
5453,20240318,8,11,1
5454,20220614,86,11,2
5455,20220601,86,5,1
5456,20221130,2,5,1
5457,20231201,8,3,1
5458,20240725,4,11,2
5459,20241109,2,5,3
5460,20221103,2,5,2
5461,20240425,2,6,3
5462,20220516,1,5,1
5463,20241020,8,1,2
5464,20220510,14,11,3
5465,20220105,65,5,1
5466,20230411,1,1,1
5467,20240319,1,5,2
5468,20240624,1,1,2
5469,20231223,2,3,2
5470,20241006,8,3,1
5471,20240228,4,6,2
5472,20221111,65,5,1
5473,20221017,2,1,1
5474,20241124,2,6,2
5475,20240828,86,11,3
5476,20220530,1,1,2
5477,20241208,1,3,1
5478,20220701,1,5,3
5479,20240602,1,6,2
5480,20220305,2,5,1
5481,20220210,1,3,1
5482,20230920,1,5,1
5483,20240207,1,6,1
5484,20241113,1,6,1
5485,20240504,1,11,2
5486,20230919,65,11,2
5487,20241221,1,3,3
5488,20230318,1,5,3
5489,20230814,4,5,2
5490,20211229,1,3,3
5491,20220903,1,5,1
5492,20230724,1,5,1
5493,20230304,1,6,1
5494,20231120,1,11,3
5495,20211230,8,5,2
5496,20220608,1,6,2
5497,20240303,1,1,3
5498,20221017,2,3,1
5499,20241107,65,5,3
5500,20230615,86,11,2
5501,20220215,8,1,1
5502,20221126,1,6,1
5503,20230614,1,11,3
5504,20230515,4,5,2
5505,20240622,1,3,3
5506,20220520,14,11,1
5507,20230630,2,5,3
5508,20240718,1,11,2
5509,20240528,8,11,1
5510,20240608,4,6,2
5511,20240219,1,6,2
5512,20230914,1,5,1
5513,20220129,8,11,2
5514,20231018,1,11,3
5515,20230503,1,6,1
5516,20241111,2,5,2
5517,20240630,1,11,2
5518,20240120,8,6,2
5519,20230905,14,3,2
5520,20220820,1,1,2
5521,20231122,4,5,2
5522,20230108,2,1,3
5523,20220118,14,3,1
5524,20230612,1,1,2
5525,20220219,1,6,2
5526,20230103,8,11,3
5527,20230714,1,11,3
5528,20241121,2,6,2
5529,20221203,4,6,1
5530,20220918,2,1,2
5531,20230305,2,11,1
5532,20241011,4,5,1
5533,20241128,1,1,3
5534,20230530,1,6,3
5535,20220621,1,1,1
5536,20230822,2,1,3
5537,20241022,1,11,3
5538,20221012,8,5,3
5539,20241018,86,1,3
5540,20230704,1,5,1
5541,20240628,1,5,2
5542,20240302,86,11,2
5543,20230516,1,3,3
5544,20231207,2,1,3
5545,20240719,1,1,2
5546,20240410,1,5,1
5547,20230208,1,6,3
5548,20211228,1,1,2
5549,20230525,1,3,3
5550,20230603,86,1,1
5551,20231215,2,6,1
5552,20220318,65,11,2
5553,20230429,2,3,2
5554,20230831,14,6,3
5555,20230427,2,11,3
5556,20231228,14,11,3
5557,20221208,1,3,3
5558,20240223,1,11,2
5559,20230412,86,1,3
5560,20240301,14,11,3
5561,20230326,65,1,1
5562,20231207,86,11,1
5563,20240212,14,1,3
5564,20241112,86,3,2
5565,20220221,1,11,3
5566,20221219,2,6,1
5567,20230620,1,11,2
5568,20220308,1,5,2
5569,20231226,1,6,2
5570,20230618,1,1,1
5571,20240113,4,11,1
5572,20240727,4,6,2
5573,20240506,65,6,2
5574,20231216,8,11,2
5575,20240627,4,5,2
5576,20230105,86,6,2
5577,20241005,8,11,2
5578,20231008,1,5,1
5579,20230902,1,6,3
5580,20230501,4,11,1
5581,20230310,2,11,3
5582,20211228,1,3,1
5583,20220330,2,11,1
5584,20220605,1,3,2
5585,20230920,4,6,3
5586,20220517,1,5,3
5587,20231113,4,1,3
5588,20220222,2,5,2
5589,20230723,1,3,2
5590,20240919,1,6,1
5591,20231217,2,6,1
5592,20221017,1,6,3
5593,20220428,1,3,1
5594,20240301,86,6,2
5595,20230813,1,11,2
5596,20230706,1,11,1
5597,20231102,2,6,3
5598,20230108,4,5,1
5599,20230329,1,1,3
5600,20230318,1,1,2
5601,20240812,1,3,2
5602,20240728,1,5,3
5603,20220201,1,11,2
5604,20240609,1,11,1
5605,20221022,1,1,2
5606,20240724,1,5,3
5607,20230211,1,6,3
5608,20240603,86,1,1
5609,20220812,2,6,2
5610,20230515,1,3,3
5611,20220803,2,11,1
5612,20231126,1,11,3
5613,20240430,2,6,3
5614,20231102,2,6,2
5615,20230823,86,3,1
5616,20220615,86,1,1
5617,20230828,2,11,1
5618,20221013,1,1,3
5619,20230503,1,6,1
5620,20230429,1,1,2
5621,20240516,2,5,3
5622,20230819,1,1,3
5623,20220503,14,5,2
5624,20220925,1,6,3
5625,20241111,14,3,2
5626,20220224,2,11,2
5627,20240108,4,6,3
5628,20211230,1,11,3
5629,20220612,65,1,1
5630,20230110,2,3,3
5631,20240722,1,5,2
5632,20220710,1,5,3
5633,20241206,1,1,2
5634,20230409,14,5,3
5635,20241126,1,5,1
5636,20230413,65,5,1
5637,20230616,1,6,2
5638,20240326,1,1,1
5639,20240728,1,3,3
5640,20230724,8,5,1
5641,20230217,1,6,2
5642,20240704,4,3,3
5643,20241109,4,6,3
5644,20240826,1,11,1
5645,20211231,1,6,2
5646,20240504,2,11,1
5647,20220716,14,6,1
5648,20220420,1,6,2
5649,20220910,8,11,2
5650,20241216,2,5,3
5651,20220603,2,11,3
5652,20230204,1,6,1
5653,20240504,2,3,2
5654,20221118,1,1,1
5655,20221106,1,3,1
5656,20231030,2,1,2
5657,20230806,1,3,1
5658,20221216,4,3,3
5659,20240429,1,1,2
5660,20240304,65,3,2
5661,20240123,2,5,3
5662,20220428,1,3,3
5663,20240113,14,1,2
5664,20220413,14,1,3
5665,20240530,2,3,3
5666,20220403,2,6,2
5667,20241006,2,5,3
5668,20230626,4,3,1
5669,20230526,1,1,3
