transaction_id,customer_id,date_id,payment_method_id,coupon_id,total_amount,sales_factor
20742,32608,20230430,4,1,1455000.0,0.8
20743,16640,20220512,3,1,6564000.0,0.8
20744,10438,20231128,4,2,8977000.0,0.8
20745,31669,20220904,14,6,7524000.0,0.8
20746,39232,20240203,2,1,1280000.0,0.5
20747,40020,20221228,4,2,8945000.0,0.7
20748,28330,20220110,3,3,7418000.0,0.8
20749,16663,20220210,4,1,14199000.0,0.8
20750,20961,20240611,3,2,8458000.0,0.9
20751,42684,20240221,2,1,8101000.0,0.5
20752,11736,20240603,14,6,4452000.0,0.5
20753,39528,20240605,3,1,5055000.0,0.9
20754,34918,20220206,1,2,12312000.0,0.7
20755,17493,20230624,3,1,2975000.0,0.7
20756,18879,20221208,1,1,12683000.0,0.8
20757,16475,20240622,4,3,3624000.0,0.9
20758,47369,20231106,4,2,16081000.0,0.9
20759,35318,20230327,4,1,15837000.0,0.9
20760,31698,20220413,2,1,8336000.0,0.9
20761,31505,20220131,3,1,988000.0,0.9
20762,23861,20240507,3,2,13425000.0,0.8
20763,1882,20240325,4,6,5902000.0,0.8
20764,22773,20221014,4,3,2767000.0,0.8
20765,41007,20220412,3,3,15900000.0,0.9
20766,25488,20230826,1,1,6116000.0,0.9
20767,19059,20240830,4,6,12602000.0,0.9
20768,39871,20220724,4,3,1034000.0,0.8
20769,36110,20220418,14,1,3252000.0,0.7
20770,17196,20220407,1,3,8763000.0,0.8
20771,19784,20230208,14,1,8748000.0,0.8
20772,15004,20240303,3,1,14407000.0,0.8
20773,39243,20220509,1,3,10349000.0,0.8
20774,10255,20241222,3,6,16204000.0,0.9
20775,27418,20220819,1,3,4084000.0,0.8
20776,38577,20230108,3,2,6254000.0,0.6
20777,49533,20221004,14,3,4627000.0,0.6
20778,41109,20220131,2,3,6551000.0,0.8
20779,45938,20221109,2,2,10918000.0,0.9
20780,42536,20221210,14,1,17709000.0,0.9
20781,4670,20241202,14,3,17776000.0,0.9
20782,33238,20240424,4,3,7772000.0,0.7
20783,3189,20241007,2,1,8300000.0,0.8
20784,4756,20240508,4,6,8750000.0,0.5
20785,6384,20220105,14,3,5012000.0,0.6
20786,42759,20241208,2,6,11450000.0,0.9
20787,19306,20240206,3,6,11235000.0,0.9
20788,715,20221201,1,6,7818000.0,0.6
20789,34430,20231008,1,1,8178000.0,0.8
20790,46188,20230113,3,2,1144000.0,0.7
20791,22202,20241015,3,2,15668000.0,0.8
20792,36102,20220813,14,2,993000.0,0.6
20793,17436,20220417,3,6,5600000.0,0.8
20794,36608,20220701,3,3,4277000.0,0.8
20795,46087,20221020,14,6,8158000.0,0.5
20796,34186,20230513,3,6,10680000.0,0.6
20797,17118,20230127,1,3,5010000.0,0.9
20798,22048,20240418,2,2,13448000.0,0.8
20799,46909,20231203,14,3,11767000.0,0.9
20800,2239,20240919,4,6,6279000.0,0.8
20801,47571,20240212,1,6,6121000.0,0.6
20802,9169,20241126,3,1,10775000.0,0.9
20803,40288,20230224,1,2,15767000.0,0.9
20804,38391,20230824,2,6,11977000.0,0.7
20805,40321,20231014,2,2,12419000.0,0.9
20806,31381,20220311,14,3,5228000.0,0.9
20807,15232,20231203,4,3,8103000.0,0.8
20808,39445,20240829,2,2,6752000.0,0.9
20809,27196,20240504,3,6,7561000.0,0.7
20810,35841,20221211,1,6,1238000.0,0.9
20811,28142,20220109,1,1,14376000.0,0.9
20812,24674,20230210,4,6,3367000.0,0.7
20813,16779,20240810,2,3,6580000.0,0.7
20814,2254,20240219,2,2,1764000.0,0.9
20815,47286,20230929,4,3,4545000.0,0.9
20816,33459,20230620,4,1,17272000.0,0.9
20817,9674,20240128,3,6,13811000.0,0.9
20818,23304,20221206,1,6,2059000.0,0.8
20819,11793,20240512,3,1,5802000.0,0.9
20820,15477,20230520,1,2,5883000.0,0.6
20821,28400,20241126,4,1,9907000.0,0.8
20822,49700,20230613,14,1,15481000.0,0.9
20823,36034,20230106,2,6,4219000.0,0.8
20824,3878,20220824,14,1,5575000.0,0.8
20825,44283,20240320,4,2,12088000.0,0.9
20826,20278,20241118,1,6,14704000.0,0.9
20827,44831,20240507,2,2,5307000.0,0.9
20828,49498,20231205,14,2,7651000.0,0.7
20829,14351,20220610,14,3,11914000.0,0.8
20830,47248,20220318,1,1,9645000.0,0.8
20831,41787,20231027,2,6,11011000.0,0.8
20832,49673,20241210,2,2,3793000.0,0.8
20833,42797,20230408,4,1,2821000.0,0.9
20834,11017,20230318,1,2,15891000.0,0.9
20835,14782,20220930,4,1,10626000.0,0.7
20836,17393,20240731,4,3,5354000.0,0.5
20837,48445,20231115,3,1,2407000.0,0.9
20838,25017,20240114,14,3,5531000.0,0.8
20839,37682,20220210,14,2,7063000.0,0.8
20840,49953,20220116,1,2,3186000.0,0.7
20841,81,20240610,4,1,4969000.0,0.9
20842,11800,20220601,4,2,3721000.0,0.8
20843,34135,20230303,2,2,4678000.0,0.8
20844,42879,20221130,3,3,7444000.0,0.7
20845,12493,20230507,2,1,9393000.0,0.8
20846,20755,20231015,14,2,9748000.0,0.7
20847,22455,20230816,4,3,5435000.0,0.9
20848,8570,20240622,3,1,8571000.0,0.7
20849,5996,20220226,14,6,12025000.0,0.8
20850,13804,20220114,2,1,4794000.0,0.7
20851,17981,20231001,3,1,9298000.0,0.9
20852,3391,20231129,2,1,5685000.0,0.6
20853,41226,20220304,4,2,12716000.0,0.7
20854,44062,20220628,14,1,5345000.0,0.9
20855,41913,20240425,1,2,3985000.0,0.6
20856,13773,20221116,3,3,5861000.0,0.9
20857,43069,20221230,4,2,11381000.0,0.9
20858,48658,20240627,3,3,5808000.0,0.9
20859,17889,20241127,3,2,997000.0,0.8
20860,49208,20241210,14,6,16507000.0,0.9
20861,22380,20221004,1,3,13974000.0,0.7
20862,38193,20240202,2,2,11241000.0,0.7
20863,37356,20220616,4,1,11851000.0,0.8
20864,14966,20230719,1,3,8930000.0,0.9
20865,46147,20230517,1,2,3343000.0,0.5
20866,10218,20240120,14,6,13292000.0,0.9
20867,32952,20231225,2,1,10748000.0,0.9
20868,48998,20230324,1,1,13099000.0,0.9
20869,24894,20240115,14,2,1615000.0,0.8
20870,35481,20221113,14,3,10156000.0,0.8
20871,47044,20240907,14,3,7478000.0,0.5
20872,20166,20221219,14,1,3862000.0,0.8
20873,8665,20230507,4,6,2385000.0,0.8
20874,10949,20240125,3,6,7373000.0,0.5
20875,49146,20220302,1,2,7938000.0,0.8
20876,13978,20220530,4,1,7078000.0,0.6
20877,38232,20221104,2,2,15184000.0,0.8
20878,23841,20220924,1,3,13708000.0,0.7
20879,11811,20230322,2,1,12581000.0,0.8
20880,33472,20220510,3,2,7998000.0,0.8
20881,37993,20220430,14,6,11654000.0,0.9
20882,42956,20230907,3,1,9456000.0,0.7
20883,44334,20240307,1,3,3419000.0,0.7
20884,39758,20231106,4,2,5433000.0,0.7
20885,11846,20221011,2,1,2608000.0,0.6
20886,30693,20240807,3,6,8317000.0,0.5
20887,19972,20230929,3,3,8719000.0,0.6
20888,17106,20231005,3,1,9006000.0,0.9
20889,40174,20240112,4,1,5574000.0,0.5
20890,38838,20211229,1,1,16859000.0,0.9
20891,9981,20240211,4,1,16173000.0,0.9
20892,38765,20230920,14,6,14715000.0,0.8
20893,43070,20220112,1,3,11683000.0,0.8
20894,20946,20240325,14,2,13696000.0,0.7
20895,31249,20230418,1,1,5579000.0,0.7
20896,487,20220715,2,1,15527000.0,0.8
20897,7623,20241109,1,2,6243000.0,0.5
20898,23709,20220420,14,2,8591000.0,0.5
20899,44396,20240330,1,3,10990000.0,0.7
20900,47637,20231205,4,1,7084000.0,0.5
20901,3159,20231009,4,6,13587000.0,0.7
20902,16512,20230720,4,6,10968000.0,0.9
20903,47902,20220726,3,2,1592000.0,0.9
20904,21541,20230327,2,3,8011000.0,0.5
20905,23484,20230720,1,2,1023000.0,0.9
20906,46559,20221012,4,3,9891000.0,0.9
20907,47253,20230602,3,6,4879000.0,0.8
20908,26075,20240625,3,3,11253000.0,0.7
20909,11210,20220814,4,3,6850000.0,0.5
20910,9100,20220614,2,6,7611000.0,0.8
20911,9572,20230312,14,1,8470000.0,0.7
20912,21011,20220801,14,3,4745000.0,0.9
20913,15287,20241023,4,3,2868000.0,0.7
20914,6389,20241010,2,1,12760000.0,0.7
20915,3194,20220209,3,2,13461000.0,0.8
20916,47017,20220806,4,6,13542000.0,0.9
20917,3749,20240421,3,2,10974000.0,0.7
20918,29013,20220711,4,6,1040000.0,0.5
20919,14601,20220921,1,2,8469000.0,0.7
20920,27316,20241022,2,3,6454000.0,0.9
20921,47594,20220309,14,1,6382000.0,0.6
20922,37527,20230624,2,1,3271000.0,0.9
20923,44657,20220729,3,6,4890000.0,0.8
20924,2431,20230907,1,2,4932000.0,0.9
20925,22512,20220922,3,6,8241000.0,0.6
20926,34552,20220305,14,1,14783000.0,0.8
20927,42426,20240204,4,1,3482000.0,0.9
20928,29168,20220515,4,2,16456000.0,0.9
20929,31558,20240726,1,2,1827000.0,0.7
20930,5895,20230912,2,1,13466000.0,0.7
20931,2803,20240411,4,1,3072000.0,0.7
20932,15628,20220226,14,2,14078000.0,0.9
20933,26345,20230220,3,2,12852000.0,0.9
20934,47594,20220423,2,2,4982000.0,0.7
20935,30677,20230402,2,2,10151000.0,0.9
20936,35450,20240323,1,1,15773000.0,0.8
20937,41228,20220719,14,3,4047000.0,0.8
20938,13264,20231229,2,6,7413000.0,0.5
20939,42666,20230226,4,3,9582000.0,0.8
20940,29922,20220725,4,1,15439000.0,0.8
20941,2787,20231118,14,2,11181000.0,0.6
20942,5339,20211231,14,1,5942000.0,0.7
20943,15558,20230329,1,1,13050000.0,0.7
20944,20616,20220822,4,2,12711000.0,0.9
20945,29403,20240109,2,2,3035000.0,0.7
20946,10816,20240823,4,3,16881000.0,0.9
20947,49305,20230325,4,6,9324000.0,0.8
20948,13708,20221125,14,1,10261000.0,0.9
20949,23177,20230521,3,1,2257000.0,0.8
20950,13803,20220626,1,3,13414000.0,0.7
20951,35172,20220604,4,2,4899000.0,0.6
20952,21468,20240509,3,6,4534000.0,0.8
20953,40550,20231130,1,1,7436000.0,0.5
20954,11407,20230215,14,3,2757000.0,0.8
20955,20701,20240428,1,1,5598000.0,0.8
20956,4213,20220909,14,3,4742000.0,0.9
20957,2542,20241014,1,6,5762000.0,0.7
20958,31491,20230605,4,1,8820000.0,0.9
20959,38707,20231224,1,6,12582000.0,0.9
20960,9552,20230824,2,2,8857000.0,0.8
20961,46791,20230725,14,2,12020000.0,0.8
20962,49209,20220529,2,2,6794000.0,0.8
20963,15980,20221017,3,3,6495000.0,0.8
20964,9050,20231111,1,3,13233000.0,0.8
20965,46359,20221103,3,2,6016000.0,0.8
20966,21172,20241203,2,1,9402000.0,0.5
20967,1866,20240620,14,1,14801000.0,0.9
20968,12429,20230312,2,1,7664000.0,0.5
20969,25797,20240510,3,3,8640000.0,0.8
20970,15844,20220801,1,6,11856000.0,0.8
20971,32796,20230105,14,3,2879000.0,0.9
20972,44092,20220829,4,2,8018000.0,0.8
20973,37669,20230606,4,6,9098000.0,0.8
20974,47339,20220208,1,3,7051000.0,0.9
20975,16269,20230516,14,6,3931000.0,0.7
20976,30600,20220325,2,2,5657000.0,0.7
20977,33855,20240520,14,2,10702000.0,0.7
20978,42190,20241008,14,1,1977000.0,0.5
20979,49070,20241008,2,6,3276000.0,0.5
20980,980,20220607,2,3,8600000.0,0.8
20981,2536,20241214,14,2,2239000.0,0.5
20982,42837,20240310,3,6,4222000.0,0.9
20983,34292,20241030,1,2,7545000.0,0.5
20984,10433,20241214,3,3,11813000.0,0.7
20985,4219,20220808,3,1,4413000.0,0.9
20986,38712,20220626,2,3,13130000.0,0.9
20987,19626,20240522,1,3,6890000.0,0.8
20988,41780,20240525,3,1,1860000.0,0.6
20989,42795,20230307,4,3,1047000.0,0.7
20990,12758,20221120,4,3,2074000.0,0.8
20991,5554,20230713,14,3,1809000.0,0.8
20992,31069,20241203,2,3,7322000.0,0.6
20993,1170,20230709,3,2,8292000.0,0.9
20994,3476,20230928,1,6,11815000.0,0.9
20995,20195,20240412,1,6,6185000.0,0.8
20996,12272,20231023,4,6,3046000.0,0.8
20997,48909,20230107,1,6,5604000.0,0.8
20998,35794,20240128,2,6,2968000.0,0.5
20999,20630,20220228,1,2,8955000.0,0.9
21000,5890,20220226,4,3,17286000.0,0.9
21001,18932,20240919,4,1,13390000.0,0.8
21002,43210,20230406,14,6,4787000.0,0.8
21003,32787,20240902,1,1,12642000.0,0.9
21004,27830,20230708,2,1,7086000.0,0.8
21005,28893,20220216,1,6,8701000.0,0.8
21006,11588,20241006,14,2,3349000.0,0.9
21007,25921,20221104,2,2,14250000.0,0.8
21008,47078,20220801,2,3,7608000.0,0.6
21009,39989,20230315,4,2,5543000.0,0.5
21010,12993,20220501,4,3,16439000.0,0.9
21011,426,20240204,3,6,13032000.0,0.9
21012,11577,20230505,2,3,2906000.0,0.9
21013,15053,20221110,3,3,5998000.0,0.8
21014,34742,20241009,3,2,10078000.0,0.8
21015,22211,20230927,4,1,2785000.0,0.8
21016,40379,20240121,14,1,12313000.0,0.9
21017,41910,20230919,2,1,4982000.0,0.7
21018,333,20221031,2,3,3776000.0,0.8
21019,43734,20221212,1,6,17111000.0,0.9
21020,41029,20240127,3,6,4308000.0,0.9
21021,6601,20230517,2,1,6295000.0,0.9
21022,44886,20240212,3,3,3576000.0,0.7
21023,30096,20240714,1,1,7689000.0,0.9
21024,43403,20230129,1,3,4851000.0,0.5
21025,17216,20241028,2,6,17404000.0,0.9
21026,16113,20240528,4,6,10751000.0,0.6
21027,35414,20240114,14,1,5119000.0,0.6
21028,2412,20220828,4,6,15527000.0,0.9
21029,33685,20241102,2,1,2931000.0,0.8
21030,16771,20220121,14,1,2154000.0,0.6
21031,41039,20231022,14,2,8139000.0,0.7
21032,41881,20220331,1,1,1361000.0,0.7
21033,17271,20240601,4,6,13025000.0,0.8
21034,48905,20231204,14,3,3095000.0,0.8
21035,35188,20241204,14,2,2724000.0,0.5
21036,46889,20240701,14,3,6759000.0,0.5
21037,27119,20241209,4,6,7941000.0,0.8
21038,37859,20220401,14,3,13556000.0,0.7
21039,16293,20240426,4,6,2057000.0,0.8
21040,23764,20220311,2,1,12286000.0,0.8
21041,25088,20240406,14,1,15026000.0,0.8
21042,3396,20241118,2,2,14964000.0,0.9
21043,4147,20240928,3,3,9215000.0,0.9
21044,21203,20230404,3,2,9152000.0,0.7
21045,30302,20230919,3,2,10722000.0,0.7
21046,26521,20220621,3,3,14178000.0,0.8
21047,13968,20230616,2,6,7203000.0,0.9
21048,38657,20241029,4,2,8995000.0,0.9
21049,19610,20231228,3,6,9271000.0,0.8
21050,17698,20240317,2,3,10308000.0,0.7
21051,45910,20231221,1,6,6115000.0,0.8
21052,2669,20230619,1,3,3085000.0,0.8
21053,11965,20220913,1,1,5929000.0,0.5
21054,47634,20241019,14,1,2442000.0,0.7
21055,32408,20230905,2,2,8311000.0,0.8
21056,13966,20241213,4,6,15768000.0,0.9
21057,24353,20220205,2,6,16329000.0,0.9
21058,23103,20240516,2,2,10921000.0,0.8
21059,25370,20221230,4,3,11662000.0,0.7
21060,42631,20221003,2,1,3940000.0,0.5
21061,33021,20240920,1,2,909000.0,0.7
21062,15421,20221205,14,6,786000.0,0.6
21063,12596,20240123,1,6,9447000.0,0.8
21064,34615,20220421,2,1,13496000.0,0.7
21065,32955,20221112,2,2,10514000.0,0.7
21066,33099,20231006,2,1,9012000.0,0.9
21067,4231,20221031,14,6,12503000.0,0.9
21068,7858,20241004,3,2,12081000.0,0.8
21069,42800,20240213,1,2,1727000.0,0.8
21070,35102,20220301,3,3,3482000.0,0.8
21071,21881,20240507,1,2,8764000.0,0.8
21072,2163,20221207,14,3,7458000.0,0.6
21073,43434,20220207,4,2,7999000.0,0.7
21074,30014,20240703,2,1,10067000.0,0.7
21075,28645,20241214,3,2,4268000.0,0.8
21076,17737,20220511,14,6,2916000.0,0.6
21077,18908,20220630,1,1,1662000.0,0.8
21078,26435,20230722,2,2,7341000.0,0.7
21079,33597,20231021,4,6,6791000.0,0.8
21080,40215,20220319,1,3,15691000.0,0.9
21081,12474,20230104,3,1,4666000.0,0.5
21082,13849,20231209,14,1,9282000.0,0.9
21083,30669,20240424,1,6,1119000.0,0.8
21084,13855,20240627,1,3,4566000.0,0.8
21085,10998,20240123,14,3,7214000.0,0.6
21086,43092,20230221,14,1,5896000.0,0.5
21087,13292,20220403,3,6,3982000.0,0.7
21088,17057,20231024,2,6,14122000.0,0.8
21089,27321,20231106,1,6,10920000.0,0.9
21090,37974,20220315,3,6,17285000.0,0.9
21091,11085,20240726,14,3,3714000.0,0.9
21092,13121,20230612,4,2,2250000.0,0.9
21093,30939,20230121,1,6,10391000.0,0.7
21094,24545,20230406,14,2,14535000.0,0.9
21095,11399,20240321,3,3,4052000.0,0.9
21096,34684,20240816,2,6,4455000.0,0.7
21097,19385,20230601,4,6,10526000.0,0.8
21098,42768,20230122,3,2,6897000.0,0.7
21099,47017,20240712,2,1,7048000.0,0.6
21100,9648,20240724,14,2,5982000.0,0.7
21101,45365,20240601,1,6,5973000.0,0.9
21102,37867,20230928,2,3,10364000.0,0.7
21103,39312,20230429,14,3,6216000.0,0.9
21104,20059,20220116,3,6,15520000.0,0.8
21105,31125,20230218,1,2,3371000.0,0.8
21106,5557,20241217,1,2,857000.0,0.7
21107,38162,20221111,1,6,13546000.0,0.8
21108,4776,20220727,3,1,1175000.0,0.7
21109,21719,20240925,14,2,3731000.0,0.8
21110,5253,20240319,1,2,2600000.0,0.5
21111,18621,20221114,3,1,13745000.0,0.8
21112,40890,20240928,3,3,6310000.0,0.9
21113,20233,20240429,4,1,8284000.0,0.8
21114,41580,20230323,1,3,9508000.0,0.9
21115,43292,20240825,2,1,5574000.0,0.9
21116,26716,20240205,3,3,8286000.0,0.8
21117,33877,20220602,3,1,3577000.0,0.6
21118,11677,20230927,1,6,6044000.0,0.9
21119,9783,20240323,14,2,4728000.0,0.9
21120,28018,20230902,4,6,9049000.0,0.7
21121,7134,20241025,1,2,6644000.0,0.6
21122,21250,20230130,14,6,3849000.0,0.8
21123,22212,20220326,2,6,4930000.0,0.9
21124,45549,20231224,1,2,2313000.0,0.6
21125,39578,20220218,1,1,8779000.0,0.7
21126,47906,20240615,1,1,9177000.0,0.9
21127,13279,20211224,3,6,7421000.0,0.8
21128,43226,20230308,1,1,2611000.0,0.9
21129,15233,20241214,4,3,17762000.0,0.9
21130,16570,20230122,2,6,13814000.0,0.9
21131,40482,20230711,2,2,15915000.0,0.8
21132,8113,20240805,2,6,8475000.0,0.9
21133,18730,20241031,2,6,2087000.0,0.5
21134,4071,20240707,3,3,5568000.0,0.7
21135,49604,20231026,4,1,11871000.0,0.7
21136,41161,20230220,4,6,1541000.0,0.5
21137,18895,20220623,14,6,17384000.0,0.9
21138,24927,20230907,1,6,8861000.0,0.8
21139,26811,20230225,14,6,6425000.0,0.8
21140,44170,20231026,2,2,2687000.0,0.8
21141,41212,20230125,1,1,3578000.0,0.9
21142,20157,20240112,14,6,6563000.0,0.7
21143,4826,20241217,4,6,2996000.0,0.9
21144,17485,20230628,14,6,13108000.0,0.7
21145,3775,20240812,3,3,662000.0,0.6
21146,16969,20231016,2,1,10539000.0,0.7
21147,39779,20240716,3,6,5960000.0,0.7
21148,34706,20220305,1,6,1887000.0,0.8
21149,15203,20221130,2,3,6804000.0,0.8
21150,30041,20241204,3,2,13662000.0,0.8
21151,13045,20240826,3,2,3304000.0,0.9
21152,28243,20240627,2,1,7477000.0,0.8
21153,23307,20220919,4,2,3777000.0,0.8
21154,894,20240120,1,6,5059000.0,0.5
21155,37510,20241213,4,1,2048000.0,0.8
21156,12228,20231129,1,6,7425000.0,0.9
21157,47394,20240711,4,1,11902000.0,0.9
21158,22307,20220807,14,2,14493000.0,0.9
21159,47574,20221111,3,6,6324000.0,0.8
21160,26438,20240520,2,1,2530000.0,0.7
21161,31160,20240605,1,1,17876000.0,0.9
21162,31495,20221215,1,1,6760000.0,0.9
21163,37208,20230722,3,6,8774000.0,0.9
21164,47665,20220907,3,3,8286000.0,0.6
21165,31105,20221130,1,1,6770000.0,0.6
21166,37063,20240703,3,3,8013000.0,0.9
21167,46397,20221220,14,1,6782000.0,0.9
21168,32924,20230818,4,2,17244000.0,0.9
21169,38155,20220402,2,1,2070000.0,0.8
21170,3662,20240405,1,1,14457000.0,0.8
21171,28356,20230710,1,1,4526000.0,0.6
21172,34373,20220119,4,3,14372000.0,0.9
21173,13401,20230402,2,3,1985000.0,0.5
21174,16052,20220212,2,3,9762000.0,0.7
21175,15036,20230113,3,3,10552000.0,0.7
21176,28138,20221119,3,2,17381000.0,0.9
21177,37590,20230808,14,2,2407000.0,0.5
21178,20737,20230331,3,1,7266000.0,0.5
21179,11068,20230612,3,3,6258000.0,0.7
21180,4719,20221123,1,3,10432000.0,0.9
21181,49261,20220220,14,1,9544000.0,0.6
21182,35577,20240822,14,3,17852000.0,0.9
21183,11819,20240613,3,2,3059000.0,0.7
21184,30074,20230127,3,1,1302000.0,0.6
21185,40942,20230415,14,6,6238000.0,0.9
21186,11753,20241028,4,3,1482000.0,0.7
21187,10861,20220320,3,6,10486000.0,0.8
21188,27870,20231031,3,1,15982000.0,0.8
21189,12704,20230806,3,2,2270000.0,0.9
21190,20822,20231210,3,2,4526000.0,0.6
21191,29602,20220202,4,6,6480000.0,0.8
21192,41701,20220708,14,1,4538000.0,0.7
21193,2166,20220220,1,1,5342000.0,0.7
21194,42620,20240725,14,2,7366000.0,0.7
21195,4445,20230915,3,2,12036000.0,0.8
21196,39484,20240512,4,3,4786000.0,0.9
21197,2166,20230306,2,2,7400000.0,0.8
21198,30845,20240701,3,2,6443000.0,0.9
21199,46235,20240404,2,3,10158000.0,0.8
21200,37593,20230629,2,2,3425000.0,0.5
21201,35737,20240328,2,3,10836000.0,0.9
21202,12328,20230824,14,3,12915000.0,0.7
21203,30520,20220312,1,1,4843000.0,0.9
21204,33546,20220630,1,3,2437000.0,0.9
21205,39893,20230530,14,6,5130000.0,0.8
21206,5835,20220714,4,1,6427000.0,0.8
21207,37821,20241215,3,1,13578000.0,0.8
21208,9769,20220819,4,2,4973000.0,0.5
21209,6129,20211228,1,3,6612000.0,0.5
21210,12497,20230803,2,2,9687000.0,0.8
21211,28898,20220417,14,6,6795000.0,0.5
21212,25093,20230913,14,6,8785000.0,0.8
21213,3289,20230525,4,2,7716000.0,0.9
21214,29537,20230202,4,3,3487000.0,0.8
21215,25734,20240415,1,1,12252000.0,0.8
21216,47054,20221225,14,3,5845000.0,0.9
21217,16221,20230518,3,2,13441000.0,0.8
21218,48160,20230322,1,1,17696000.0,0.9
21219,26777,20211226,14,1,4627000.0,0.7
21220,45653,20240125,3,3,5737000.0,0.6
21221,35759,20220403,4,6,7083000.0,0.8
21222,39153,20230601,14,3,8805000.0,0.7
21223,35177,20220108,2,1,8319000.0,0.6
21224,45156,20230505,14,1,15405000.0,0.8
21225,9888,20240125,14,3,4504000.0,0.5
21226,33694,20220418,1,1,9323000.0,0.6
21227,45654,20220329,3,6,13922000.0,0.9
21228,37489,20220628,4,2,9809000.0,0.9
21229,40154,20241019,1,2,3679000.0,0.8
21230,15422,20220903,1,3,10267000.0,0.7
21231,8114,20240325,14,1,9514000.0,0.7
21232,39276,20241129,2,3,6937000.0,0.7
21233,40079,20240907,2,1,11104000.0,0.8
21234,15565,20241216,1,6,14231000.0,0.8
21235,46560,20220321,14,1,14398000.0,0.9
21236,15850,20220708,1,1,8853000.0,0.8
21237,18743,20241014,4,1,12520000.0,0.8
21238,28232,20240308,1,2,8307000.0,0.9
21239,1367,20241007,1,2,7489000.0,0.7
21240,33176,20240326,14,2,9942000.0,0.6
21241,43593,20220206,14,2,4267000.0,0.7
21242,28166,20241210,4,2,1367000.0,0.9
21243,29176,20220813,2,2,3669000.0,0.7
21244,21663,20240129,1,3,8102000.0,0.5
21245,29492,20241018,3,6,7850000.0,0.9
21246,32538,20240507,3,3,6646000.0,0.8
21247,3300,20240703,3,3,2372000.0,0.8
21248,13059,20240407,14,2,2489000.0,0.9
21249,39169,20221109,4,2,8265000.0,0.6
21250,31333,20220319,1,3,3957000.0,0.7
21251,22115,20230719,4,1,934000.0,0.8
21252,17234,20220813,14,1,8632000.0,0.8
21253,41541,20230303,3,2,11992000.0,0.8
21254,9580,20230128,1,1,14680000.0,0.9
21255,49349,20230122,4,2,3295000.0,0.8
21256,35022,20230303,3,2,4509000.0,0.8
21257,17258,20220709,1,3,11410000.0,0.8
21258,48073,20231029,4,6,13375000.0,0.9
21259,7089,20240305,2,1,14142000.0,0.8
21260,18535,20220407,4,6,9467000.0,0.8
21261,6059,20231026,3,1,14946000.0,0.8
21262,31681,20230722,3,1,11020000.0,0.6
21263,48703,20230401,1,2,4484000.0,0.6
21264,46651,20220830,14,2,11414000.0,0.9
21265,3830,20240618,4,3,11940000.0,0.6
21266,42116,20220224,4,3,8076000.0,0.7
21267,16627,20240604,1,1,13620000.0,0.9
21268,14068,20220801,14,2,9872000.0,0.9
21269,12452,20230611,3,2,8627000.0,0.6
21270,37915,20240313,4,3,852000.0,0.8
21271,19118,20221107,1,6,1765000.0,0.6
21272,33855,20230718,2,1,10478000.0,0.8
21273,26694,20231229,2,6,14825000.0,0.8
21274,46493,20240410,3,1,14473000.0,0.8
21275,24774,20220227,2,6,12508000.0,0.7
21276,7537,20240925,1,2,6260000.0,0.7
21277,49623,20221020,3,1,5446000.0,0.8
21278,35959,20240223,4,3,10181000.0,0.9
21279,38848,20241105,4,3,17526000.0,0.9
21280,5641,20220710,4,3,10544000.0,0.7
21281,28911,20231112,4,1,13699000.0,0.7
21282,11612,20220817,3,6,7354000.0,0.7
21283,35316,20230208,14,3,9458000.0,0.8
21284,43174,20230330,3,6,2230000.0,0.6
21285,39143,20220706,2,2,17104000.0,0.9
21286,11365,20241208,1,2,12842000.0,0.8
21287,48302,20240703,4,3,11030000.0,0.8
21288,48895,20240327,4,2,3277000.0,0.9
21289,16376,20221001,1,6,2441000.0,0.8
21290,20344,20240512,1,2,17149000.0,0.9
21291,7363,20220525,3,3,3744000.0,0.8
21292,28189,20240729,2,1,11659000.0,0.8
21293,48344,20241204,3,2,8490000.0,0.9
21294,21671,20220227,2,1,3199000.0,0.9
21295,14681,20240824,14,6,3785000.0,0.7
21296,35975,20230609,2,6,6445000.0,0.9
21297,5625,20240624,1,3,8595000.0,0.9
21298,30146,20230903,4,2,17874000.0,0.9
21299,13767,20220325,4,3,6223000.0,0.9
21300,24674,20240925,1,6,7425000.0,0.9
21301,35279,20221230,3,6,12500000.0,0.8
21302,40990,20230713,14,3,13044000.0,0.8
21303,35766,20231224,14,1,7713000.0,0.9
21304,6,20230314,3,3,11037000.0,0.7
21305,13581,20220909,4,3,5624000.0,0.9
21306,17041,20240808,2,6,1323000.0,0.8
21307,30323,20220316,3,1,7968000.0,0.8
21308,28760,20220505,2,1,9929000.0,0.6
21309,33634,20221018,1,2,3067000.0,0.6
21310,44522,20241028,14,3,1131000.0,0.8
21311,35551,20220226,1,6,15125000.0,0.8
21312,25111,20230411,3,2,1690000.0,0.9
21313,18022,20240909,3,2,13173000.0,0.7
21314,9337,20240523,2,2,1572000.0,0.8
21315,23243,20220615,3,2,12106000.0,0.8
21316,26900,20220812,1,2,14827000.0,0.8
21317,39424,20220604,4,3,2756000.0,0.6
21318,46542,20230304,1,2,13622000.0,0.9
21319,21301,20230129,3,6,10974000.0,0.7
21320,45055,20220903,14,1,2737000.0,0.9
21321,22774,20230322,4,2,9863000.0,0.5
21322,35559,20231211,14,1,13383000.0,0.9
21323,13454,20220411,1,3,12670000.0,0.9
